,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
843,When and how do you check on an inbound shipment to make sure your inventory was fully received?,Fulfillment,['Shipping'],APlusSeller,"How do I check on an inbound shipment to Amazon to make sure my inventory was fully received? When should I be checking my inbound shipments, since sometimes it takes longer for Amazon to receive inventory?",0,263,2
844,When and how do you check on an inbound shipment to make sure your inventory was fully received?,Fulfillment,['Shipping'],APlusSeller,"Amazon sends out emails letting you know when you inventory has checked-in, is in receiving, and when it has been received in full.
We typically will wait until we receive the email that states our inventory has been received in full. If you have a shipment that has been in receiving status for a while you can go into the shipment and see if there is an issue holding up the inventory.",0,263,2
845,When and how do you check on an inbound shipment to make sure your inventory was fully received?,Fulfillment,['Shipping'],APlusSeller,The breakdown of all of your shipments is located here: https://sellercentral.amazon.com/gp/fba/inbound-queue/index.html/ 12.,0,263,2
846,How do you know your prep requirements?,Fulfillment,['Shipping'],Janeen,"When sending in new products inbound to Amazon for FBA, how do you know the requirements for prep and packaging?",0,167,1
847,How do you know your prep requirements?,Fulfillment,['Shipping'],Janeen,"Amazon will let you know the prep requirements. Good rule of thumb is if it is a single unit most of the time it only requires a FNSKU.
If you are packing multipacks you will need a polybag with a suffocation warning, “do not separate” sticker, and the FNSKU.
If you have a question you can create a mock shipment of the item and in the “Prepare Products” section it will provide you with the prep guidance for your product.",0,167,1
848,Should I ship my products LTL or SPD?,Fulfillment,['Shipping'],LizD,How do I know whether to ship my products Less than Truckload (LTL) or Special Parcel Delivery (SPD)?,0,314,1
849,Should I ship my products LTL or SPD?,Fulfillment,['Shipping'],LizD,"For shipments we send to Amazon…
We usually try to build out a sample order to see which makes the most sense. As a rule of thumb, we’ve found it doesn’t always make sense to palletize shipments until we hit the ~1100 lb mark (Amazon does make us break it down into 3 locations).
The other thing to consider with pallets is the longer shipping time. Pallets also take longer for your inventory to get unloaded and active (especially in Q4 and to new fulfillment locations).",0,314,1
850,How do I know how much my shipping costs will be?,Fulfillment,['Shipping'],Laura,How can I accurately estimate my shipping costs for SPD? Is there a way to know beforehand how much my shipments are going to cost before I send them in?,0,0,0
851,About the Traffic Sources category,Traffic Sources,[],Trent-Admin,Have questions about generating traffic? Please be sure to select the most appropriate sub-category for your questions.,0,0,0
852,Best tools for emailing Amazon customers?,Traffic Sources,['Email Marketing'],Eddy,"We all know how powerful it can be to be able to email our Amazon customers, for reasons like:

Asking for reviews
Offering promotions on new products
Handling various customer support issues

Just curious what tools y’all are using to automate this?",1,281,2
853,Best tools for emailing Amazon customers?,Traffic Sources,['Email Marketing'],Eddy,"We are switching to Helium 10. Since we’re already using all their other great tools, this one is a great value. But we have used many other email-only tools over the years, most recently Feedback Five.",1,281,2
854,Best tools for emailing Amazon customers?,Traffic Sources,['Email Marketing'],Eddy,"We used to connect Amazon Seller Central with MailChimp and I found this feature really convenient.
Also we tried to connect eSputnik with Zapier and Amazon Seller Central. This scheme is more complex, but also flexible.
Moreover, I like the email editor of eSputnik, this builder is easy-to-use and intuitive.",1,281,2
855,What is the best way to find highly searchable keywords?,Traffic Sources,['PPC'],Hannah_J,I am trying to create a listing for a new product. In doing this I am trying to find the best keywords. What do you use to find highly searchable keywords?,3,246,2
856,What is the best way to find highly searchable keywords?,Traffic Sources,['PPC'],Hannah_J,Definitely Helium 10 or Viral Launch. There is a great free SOP on this in the Flowster Marketplace: https://in.flowster.app/marketplace 13,3,246,2
857,What is the best way to find highly searchable keywords?,Traffic Sources,['PPC'],Hannah_J,you can use gadget product or see live example here  expertido.org 3,3,246,2
858,How long does it take to start sending emails on Snovio?,Traffic Sources,['Email Marketing'],jims,"Using Snovio’s “Email Drip Campaigns” tool, does anyone know how long it takes for emails to start sending?
I searched their knowledge base articles, but couldn’t find the answer.
We got a bunch of emails from LinkedIn and are eager to start reaching out to them 
Thanks!",1,147,2
859,How long does it take to start sending emails on Snovio?,Traffic Sources,['Email Marketing'],jims,"@jims If you have your schedule set up to send when the campaign starts, it should start sending almost instantly.  I’m not sure what Snovio’s standard delay between emails is but it recommends between 30-120 seconds so the most Snovio will send per hour is likely 120 emails unless set otherwise.
Here’s one article 2 I suggest you read before you start sending massive amounts of emails through Snovio.",1,147,2
860,How long does it take to start sending emails on Snovio?,Traffic Sources,['Email Marketing'],jims,Thanks @Mitch!,1,147,2
861,What’s your favorite eCommerce YouTube channels?,Traffic Sources,['YouTube'],Mitch,"I like these ones:



YouTube



Travis Marziani
This channel will teach you how to leverage Amazon FBA, Shopify, Adwords, Facebook ads and other secret internet marketing strategies to create a business yo...









YouTube



Dan Dasilva
Dan Dasilva






But I’m looking for others!",2,116,1
862,What’s your favorite eCommerce YouTube channels?,Traffic Sources,['YouTube'],Mitch,"How about this one 



YouTube 1



Trent Dyrsmid 1
Trent Dyrsmid is a serial entrepreneur, husband, and father. In addition to hosting the Bright Ideas podcast, he is Founder of Flowster; a business process i...





",2,116,1
863,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,There’s so many of them out there … which ones do you like and why?,2,359,7
864,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,"Hi @Kane,
GMass has great ease of use, deliverability, and stats reporting.  We’ve also tried Quickmail and Snov.io.  Quickmail’s automated followups are fantastic.  I couldn’t get Snov.io to work well at all for me but the conditional sequencing it boasts has a lot of potential.
I’d really like an email marketing tool that has the ability to build great followup sequences but can pick up email domains. By that I mean if I send an email to John@abc.com but get a response from Ann@abc.com, I don’t want a followup to be sent to John again.
Does anyone know of an email marketing tool with this capability?",2,359,7
865,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,Use nethunt. Integrates with gsuite account. Can stay in gsuite account and put in stages in nethunt.  Easier than HubSpot to set up. Train my va to send template emails in net hunt and made my life so much easier. Only respond to emails that need my attention. When using gmass had 15% emails did not go through. Using nethunt probably under 5% maybe lower. Big fan of nethunt in my business.,2,359,7
866,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,"Does Nethunt have followup capabiliies similar to GMass?
Thanks,
Phil",2,359,7
867,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,@Dwtarbe That sounds great.  I’ll look into it.,2,359,7
868,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,"As for my favorite email marketing tools, I often use eSputnik and Mailchimp to promote my E-commerce projects. Both seem easy to use and offer different great free options.
In the case of Mailchimp it is 12000 emails you can send per month in the trial version. Also I like its drag&drop editor containing various blocks for different purposes. But the main disadvantage is the absence of “Undo” button for every editing option. Anyway, I really like this user-friendly design.
As for eSputnik, you can order for free the development of 1 email template for your website and send 2500 letters and 10 SMS using your free plan. Here is a piece of an email template developed by eSputnik team especially for my website:

newsletter620×608 95.6 KB

Looks cool, especially given that it was free. So, this is a really interesting feature.
And speaking of cons, you can’t use mouse to stretch or narrow email blocks in the editor. Fortunately, there are “+” and “-” buttons to do it fast.
Hope my answer will be useful.",2,359,7
869,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,Thanks @BigLoo.  That email template looks real nice!  What do you prefer out of the two?  I believe we have experimented with Mailchimp in the past.,2,359,7
870,What email marketing tool(s) do you recommend?,Traffic Sources,['Email Marketing'],BigLoo,"


 Mitch:

That email template looks real nice! What do you prefer out of the two?


Thank you! I would recommend to try both tools to find most appropriate for your purposes. Both platforms contain interesting features and different free plans. So, it depends on your personal preferences.",2,359,7
871,Generate traffic to product listings,Traffic Sources,['All Other Traffic Sources'],KeithH,What are some low cost and effective ways to drive traffic to my product listings? Have you had success with Facebook groups? Instagram? Youtube? Forums?,0,169,2
872,Generate traffic to product listings,Traffic Sources,['All Other Traffic Sources'],KeithH,"Assuming you are competing with another FBA seller or two - If you have an existing audience (FB Page, FB Group, Email list, etc), is there a way to use something like a super URL to make it so that people who purchase are buying your products versus those of the competitor?",0,169,2
873,Generate traffic to product listings,Traffic Sources,['All Other Traffic Sources'],KeithH,I would think the link tied to your storefront (similar to when you click through on sellers storefront) would do the trick as it only shows your item.,0,169,2
874,How does dynamic bidding change your add position?,Traffic Sources,['PPC'],Laura,How does dynamic bidding change your add position?,0,171,1
875,How does dynamic bidding change your add position?,Traffic Sources,['PPC'],Laura,"Dynamic bidding is a new tool in Amazon that can really change your spend. This is a tool that will be able to change your bids per keyword based on how likely your product is to convert (or has historically converted in the past).
This is a tool you want to only use for existing PPC campaigns on Amazon. Using it for a new campaign will only cause you to spend significantly.",0,171,1
876,About the Management category,Management,[],Kane,Have questions about Management? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,0,0,0
877,Cheapest way to send money to the Philippines,Management,[],Wayne,Paypal’s failures are unending. What is a good alternative?,0,198,5
878,Cheapest way to send money to the Philippines,Management,[],Wayne,"This is my current favorite service to send money abroad:



TransferWise 1



Send Money to Philippines | Wire Transfer to Philippines from USA - TransferWise 1
Sending money to Philippines? Send money to your friends, family or business partners in Philippines at a great rate with TransferWise. Over 6 million happy users. Low fees, fast transfers.






If anyone knows of one with lower fees, I’m all ears ",0,198,5
879,Cheapest way to send money to the Philippines,Management,[],Wayne,"Can I ask what kinds of failures are happening with Paypal?  They say:
""Send to a PayPal email address or a mobile number. If your recipient does not have a PayPal account, you can create one quickly and for free.
How much does it cost?
2.00 USD when paying with bank or PayPal Cash or Pay Pal Cash Plus account balance.
When will the funds arrive?
Money transfers usually within seconds to a PayPal account. Then, 2-4 days for withdrawal to a bank account.""
Seems like a reaonable cost.",0,198,5
880,Cheapest way to send money to the Philippines,Management,[],Wayne,"Paypal is blocking my employees from receiving their money. Most the
time they charge $5.00 per transaction.",0,198,5
881,Cheapest way to send money to the Philippines,Management,[],Wayne,I’ve been using Remitly to send money to my VAs in the Philippines for a several years. It’s instantaneous and completely reliable.,0,198,5
882,Cheapest way to send money to the Philippines,Management,[],Wayne,Veem works great for me! ,0,198,5
883,EFT Call for 1/2020: Should you add brand management services to your Amazon business?,Management,['Leadership'],LizD,"On today’s call we discussed a number of topics (from 2020 goals to Amazon reimbursement services), but really dug deep into the pros and cons of brand management.
Listen now to get insight on:

typical brand management fees (%)
setting expectations with brands
how to outsource or hire to do the actual management work
how to communicate to the brand the value of the work you’re doing
(you’d better be bragging so they get reminded of your value when it comes time to send you a check!)
the frequency of contact with the brand (what to provide to them weekly & monthly, and how to deliver that information)
etc

What is your take on brand management? Please reply.
If you aren’t yet an EFT member, become one today 7.",0,0,0
884,Success habits vs failure habits,Management,[],Trent-Admin,"2020 is upon us and for many, now is a time for new year’s resolutions.
Sadly, most of these resolutions (lose weight, make more money, find love, etc…) will never become a reality.
Why?
Because they are not supported by an action plan that makes achieving these goals the likely outcome.
What do I mean?
In order to achieve more, you need to have a clearly defined action plan, supported by a set of daily & weekly habits. Without this in place, your goals are nothing more than things you hope to achieve, and I can assure that hope is not a strategy for success.
Hoping that the train coming towards you on the tracks doesn’t kill you is not nearly as effective as simply moving out of the way!
In my prior emails, I’ve been talking a great deal about a book called The Slight Edge.
Over the holidays, I mentioned this book to several of my friends and did my best to encourage them to read it.
If you have started to read the book, I’d love for you to share your biggest take away so far. Do it now, ok? Even if it is only a sentence or two.
In my case, my biggest take away has been that I now think about how to “Slight Edge” pretty much everything in my life…and as a result, forming important daily habits has become much easier for me.
I now have a habit app on my phone called Productive and each day, I’m reminded of the following habits:

Read 10 pages of a book
Minimum of 20 minutes of cardio
20 minutes of meditation
Write in my gratitude journal
Take a few moments and consciously think about something specific that I appreciate about my wife and daughter

By starting my day at 5:30, I have plenty of time for all of the above and it is a fantastic way to start my day!
As for my action plan, I have my “big rocks” for the first 90 days of 2020 already committed to writing, supported by a detailed action plan to achieve them. My wife and I then review this plan vs our progress each month so that we can see if we are on track or not.
If you have goals you are committed to achieving in your business in 2020, I encourage you to take the same approach.",0,0,0
885,Takeaway #1 from mastermind,Management,[],Trent-Admin,"While I was at the mastermind weekend I wrote about yesterday, I took about 10 pages of notes that are going to massively boost my income in 2020.
Over the next week or so, I’m going to share some of my biggest takeaways.
Here’s the first…
If you are selling stuff online, you should seriously consider building (and amplifying) a personal brand.
Why?
Authority, credibility, and revenue on demand. (Bright Ideas is the most profitable thing I do)
While I have been building my brand for years, I have not been amplifying it nearly as well as I should have been. In 2020, that is going to change and my income is going to go up. A lot.
How do you amplify?
Ad spend.
More ad spend = more eyeballs = more subscribers = more revenue on demand.
Tomorrow, I’ll dig more into the ways to do this.
For today, my ask is this: please take 2 minutes right now to complete my community feedback survey 2.
Why? Because I’m going to come out with some free training material for you and if you don’t tell me what you want/need, I won’t know what to create.
Sound fair?
Go fill out the survey 2 now, ok?",2,301,2
886,Takeaway #1 from mastermind,Management,[],Trent-Admin,"Hi Trent, thank you for this useful insight.
How is this specifically helping you to grow your Amazon business?
I understand the importance of building a personal brand, but are you suggesting that to be something complementary to the amazon business and potentially making an other income stream through for example podcasts, courses, blogs, etc?
Is this what you mean or am I missing something?
Thanks",2,301,2
887,Takeaway #1 from mastermind,Management,[],Trent-Admin,"On more than one occasion, brands that we spoke with mentioned that they had research me and, thanks to all the content I produce, they were very complimentary of my skills/experience and each time this happened, we won the account.",2,301,2
888,Pain is necessary,Management,[],Trent-Admin,"Today I started my morning like I always do; by watching motivational speeches on Youtube while I’m in the bathroom shaving, brushing my teeth, etc…
I like to start my day this way because it fires me up and ensures that when I sit down at my desk, I’m ready to make shit happen!
If you don’t yet have a morning routine that includes meditation, consuming inspirational content, and whatever else you need to get your head in the game, I’d like to challenge you to start TODAY.
To help you with that, I’m going to share with you the video that I watched this morning: https://youtu.be/3wi65UW_nJk 3
This video was created by an African American man who grew up in the projects. His name is William King Hollis and if you think you have any disadvantages that are preventing you from being more successful in business and in life, I suspect hearing his story might help you to put that in perspective.
If you want to be successful in business; pain is necessary. If it wasn’t, everyone would own a successful company, wouldn’t they?
The difference between those that do, and those that only talk, is their ability to suffer through the pain.
Want proof? Think about anyone that has ever won a gold medal. Think their training was pain free?
Think about any actor that has hit it big. Think their early years were pain free?
I doubt it.
Pain is necessary. If you want to become financially successful, you have to be 100% committed to that goal; regardless of how much pain you are going to have to endure.
Now go make it happen!
Trent
PS. I’m planning to come up with more free training content and need your feedback so I know exactly what I need to create. Please tell me 1 what you need, ok?",0,0,0
889,Takeaway #2 from the Mastermind Weekend,Management,[],Trent-Admin,"Today I’m going to share my next big takeaway from the mastermind I attended last weekend.
As I wrote yesterday, the biggest area that I have dropped the ball in building my personal brand has been to rely solely on organic traffic and not use any advertising.
In 2020, I’m going to start advertising, and I’m going to do it in two ways.
Way #1: Facebook retargeting campaigns. Thankfully, I’ve had a Facebook pixel on my site for ages, so my Facebook audience will be pretty big and as retargeting is the cheapest way to advertise online, showing ads to people who have already been to my site will be pretty inexpensive.
Way #2: Running Youtube ads to cold traffic (people who have never been to my site and have no idea who I am). These campaigns will be more costly and I actually did experiment with them a tiny bit in mid 2019.
Being as I want to learn a lot more about running ad campaigns, expect me to publish more interviews with ad experts in the weeks/months ahead.
In fact, I just recorded one with a woman who used to work at both Facebook and Instagram and I’m working on putting a deal together with her to run my campaigns for me.
When it comes to running ads, you have to lay the right foundation, and a huge part of that foundation is knowing exactly what your audience wants, as well as the language they use to describe it.
That is why I’m asking you to take 2 minutes to fill out my community feedback survey.
Why take the time to help me? Because I’m going to help you by coming out with more free training material for you and if you don’t tell me what you want/need, I won’t know what to create.
Sound fair?
Go fill out the survey now, ok?
Take my survey now: http://brightideas.co/survey 2
Have a question you’d like me to answer? Post your question below.",0,277,2
890,Takeaway #2 from the Mastermind Weekend,Management,[],Trent-Admin,@Trent-Admin What makes the retargeting ads less expensive than the cold traffic ads?,0,277,2
891,Takeaway #2 from the Mastermind Weekend,Management,[],Trent-Admin,They just are. I don’t know why.,0,277,2
892,How to significantly increase your supplier lead generation,Management,[],Trent-Admin,"On yesterday’s eCommerce Fast Track mastermind call, one of our members (Ben) and I talked about some of the things I learned while at the mastermind, and what I’m about to share with you is particularly applicable to your prospecting for new suppliers.
Why do so many sellers struggle to generate product/supplier leads?
They struggle because lead generation is a level 3 problem and they start doing it before completing the work needed for level 1 and level 2.
What are the first two levels, you ask?
Level 1 is authority and level 2 is positioning.
Think about this for a minute. If I’m trying to get you to book a call with me to consider partnering up to sell your products on Amazon and I don’t have any authority/credibility, how likely are you going to be to book a call with me?
Not very likely.
Now considering my positioning (messaging).
If one Amazon seller’s website messaging is “we sell on Amazon” and their competitor’s messaging is “we help brands solve Amazon-related problems”; which company would be more likely to appeal to a brand?
Obviously, it would be the company that helps brands solve their problems (because there are already far too many sellers that don’t do anything more than sell the product)
So…does it make sense to you that generating leads would be a lot easier if you have plenty of authority and the right positioning?
Of course it would be easier!
Want to learn more stuff like this from me? Please take a minute to fill out my community feedback survey, ok? Here’s the link: http://brightideas.co/survey 1
Why take the time to help me? Because I’m going to help you by coming out with more free training material for you and if you don’t tell me what you want/need, I won’t know what to create.
Sound fair?
Go fill out the survey now, ok?
Take my survey now: http://brightideas.co/survey 1
Have a question you’d like me to answer? Post your question below, ok?",0,0,0
893,What is the biggest obstacle to your success?,Management,[],Mitch,"Yesterday, I was down in San Diego for the final day of a 2-day mastermind event filled with other online business owners doing 6-7 figures and the new ideas and growth strategies that I have been exposed to over the last weekend were nothing short of incredible.
I also realized that, much to my disgust, I’ve had a few limiting beliefs preventing me from ramping up my business even faster.
For example; every entrepreneur on planet earth struggles to raise capital; especially in the beginning.
Did you know that there is a way to access capital with a 0% interest?
Did you know that you can use this capital to buy inventory, hire employees, and even buy a business or real estate?
If someone had walked up to me on the street and told me this was possible, I would have laughed at them.
Well guess what? I was wrong, and you can access this capital simply by googling “zero interest credit cards”.
The worst part about limiting beliefs is that we usually don’t even know if we have them.
To find yours, all you need to do is hang out with people more successful than you, be curious, and ask questions.
Here’s my question for you today: What is the #1 thing standing in your way right now? Please put your comment below.",2,492,7
894,What is the biggest obstacle to your success?,Management,[],Mitch,"Hi Trent,
My biggest limitations are time and money right now. Thanks for inspiring me  every day!!!
Ed",2,492,7
895,What is the biggest obstacle to your success?,Management,[],Mitch,"Hello,
The #1 thing standing in my way is fear of the unknown.  I constantly ask myself ‘will Amazon be a business that I thrive and succeed in?’.  The only way to know is to get good coaching and take massive action to ensure my success.  That is why I purchased WEBS so that I have a template for success.",2,492,7
896,What is the biggest obstacle to your success?,Management,[],Mitch,Ed…google “zero interest credit card offers” and you working capital issues will be solved ,2,492,7
897,What is the biggest obstacle to your success?,Management,[],Mitch,"Hi Alex…thanks for leaving a comment. We are considering offering a group coaching program in the new year, so keep an eye out for that.",2,492,7
898,What is the biggest obstacle to your success?,Management,[],Mitch,"They work well, and they fill a specific niche when finances are tight. Just be sure to pay them off before the deadline. The interest rates after the deadlines are not forgiving.",2,492,7
899,What is the biggest obstacle to your success?,Management,[],Mitch,My biggest fear is buying from China and getting scammed with a container of poor quality junk…,2,492,7
900,What is the biggest obstacle to your success?,Management,[],Mitch,"I wouldn’t recommend buying from China without a ton of due diligence and a purchase method that allows you to recoup your money if the product is poor.  Furthermore, I wouldn’t recommend buying a container of product on initial purchase.
There is plenty of lower risk opportunity elsewhere!",2,492,7
901,Business name,Management,['Leadership'],almoodie,"I have an Amazon FBA RA business which sells 500-600k per year. The business is named something like “Acme Internet” and I have had this DBA registered business for over 10 years.
Trent suggests/recommends setting up an LLC as a first step in starting wholesale/WEBS.
What do you recommend I do:

Just use “Acme Internet”
2 Register “Acme Internet LLC” and change my Amazon business name to same
Open a 2nd Amazon account just for wholesale (loose all my vendor reviews)
Other
Thanks,
Al.
",1,168,5
902,Business name,Management,['Leadership'],almoodie,"I would recommend filing the LLC in the same name. There is no need to change your seller name.
Just make sure that you change the owner info in your account to match your new LLC.",1,168,5
903,Business name,Management,['Leadership'],almoodie,"So I have the DBA “Acme Internet”
I then register “Acme Internet LLC”
I have a Sales Certificate listed as “Acme Internet” (had it for 4 years), do I need a new Sales Certificate for ""Acme Internet LLC or will the existing certificate work.
Broader question, Trent says I need an LLC. I assume this is for credibility. Would my DBA and existing Sales Cert be sufficient…",1,168,5
904,Business name,Management,['Leadership'],almoodie,@almoodie I’m not sure about this.  We try to stay away from giving legal advice but maybe @Trent_Dyrsmid or @LizD will chime in here.,1,168,5
905,Business name,Management,['Leadership'],almoodie,"Amazon requires a good reason to open a second seller account. You can probably have it done but I’d suggest you consider registering the LLC in the same name. Again, that’s not legal advice tho 
LLC is not just for credibility but liability also. Most brands will be fine with your current sales certificate; the DBA vs LLC may actually never come up… maybe if you’re importing something through customs.",1,168,5
906,Business name,Management,['Leadership'],almoodie,Thank you LizD and all.,1,168,5
907,EFT Call Summary for Dec 4 2019,Management,['Leadership'],Mitch,"On today’s call, established seller Jon Christiansen shares the story of his recent Amazon account suspension. His very first IP claim led to a month long account suspension.
It got to the point where Amazon changed his account status where he couldn’t even remove inventory (and Jon learned that in 4 weeks, Amazon would have the option of destroying his almost $200k worth of inventory).
Listen and learn:

How Jon he got his account reinstated
Lessons learned
What Jon is doing differently going forward

Have you ever had your Amazon account suspended? What are you doing to mitigate the risk of account suspension?
We also talked about:

Prep centers, including ones who provide fulfillment
Retail store details
Grey hat techniques for reviews

If you aren’t yet an EFT member, become one today 10.",0,139,1
908,EFT Call Summary for Dec 4 2019,Management,['Leadership'],Mitch,That was an eventful call.  Sounds like Jon lived through a horror movie.  Certainly worth a listen for both Amazon sellers small and large.,0,139,1
909,Zapier,Management,[],Mitch,"Hi,
I recently bought WEBS and I am excited to see how much information is in and how much work will ease us but I want to know more and how we can use Zapier, I know that @Trent_Dyrsmid  talked about it in several videos I watched, I have not used this service so far but I would like
Is there a source of information or can you give us some advice?
Thanks",2,134,4
910,Zapier,Management,[],Mitch,"Hey Adrian!
This page explains how to get started using Zapier:



Zapier 1



Flowster - Integration Help & Support | Zapier 1
Get help and support for Flowster on Zapier. Search our Flowster help documentation, resolve common errors, and learn how to use Zapier.






If you have any follow up questions, let me know!
Also, if there’s any “triggers” (ie an event in Flowster that would trigger an action in another app) or “actions” (the reverse of this … something that happens in another app that causes an action to occur in Flowster) that you’d like added, I’d love to hear about them.
For example:

You complete a task in Flowster (this is a trigger)
A Trello Card is created (this is the associated action)
",2,134,4
911,Zapier,Management,[],Mitch,"Hi Kane,
Thanks for directing, for this reason I asked about it, but I thought we could find some SOP on how and what to do Zap or if we can find Zap`s already made
Thanks",2,134,4
912,Zapier,Management,[],Mitch,"Ahhh sorry, I’m not aware of any Zapier SOPs, but that guide guide I linked above will provide similar info as would be in an SOP. Maybe someone from Bright Ideas will chime in.
Here’s some of the pre-made Zaps available:



Flowster – 29 Dec 18 1



Zapier | Flowster 1
Learn about the Flowster Zapier app and what integrations are available. It's easy to integrate with everything from Trello to Hubspot to Asana, and even Slack!






What apps are you wanting to integrate Flowster with?",2,134,4
913,Zapier,Management,[],Mitch,"Hi @Adrian,
We haven’t been using Zaps as we did in the past.  Previously, we had Zaps in our Handling Bounced Emails and Importing Leads to HubSpot SOPs.  The problem was they broke a fair amount and we received a lot of questions about how to fix them.  Unfortunately, we do not have a version of these SOPs anymore.",2,134,4
914,EFT Call Summary for Oct 16 2019,Management,['Leadership'],Trent-Admin,"We had two people on the call today; Stephane Yelle and a new member by the name of Nick Shucet. Stephane is doing six figures a month in wholesale and Nick is doing six figures a month in RA and wanting to expand into wholesale.
On the call, we talked about:


What is working for Stephane for brand outreach


The sales rep that works for him and how she is paid


How WEBS and Flowster have helped Nick in his RA business


What is wrong with Nick’s website and how to fix it


The importance of how you position your company when talking to brands


Regarding his website, I gave Nick the following advice: Study Netrush.com 2 and Pattern.com 6 to see the types of content they publish and then do something similar. He needs to write the content himself, and if he doesn’t know how to build a Wordpress site, he can easily find helpers on Fiverr.com or upwork.com. It will be very inexpensive. The other thing I suggested was that when talking to brands, he needs to position his company as an omni-channel retailer, and the website must support that talking point.
If you aren’t yet an EFT member, become one today 12.",0,0,0
915,eCommerce Fast Track Mastermind Call Summary for July 18 2019,Management,[],Trent-Admin,"In today’s video, we talked at length about the sales process that is used to land new brand accounts.
Here’s a summary of what we covered:

How to get your prospective brands to do video calls instead of phone calls
The idea behind “always be helping” and how to use it to keep in touch with prospective brands
How to prepare for a meeting with a brand

Are you struggling to land new accounts? Why not considering joining the EFT today so you can be on our next call? Join the EFT 22 today!",0,0,0
916,Hear from a $65M Seller,Management,['Leadership'],Trent-Admin,"On today’s eCommerce Fast Track 13 conference call, we talked about some really cool stuff!
The first item discussed was a Reddit AMA 19 from a $65 million dollar seller by the name of BuyBoxer 3. I haven’t read the entire thread yet, but you can bet I’m going to! One take away was that this company is spending $1,500/mo for Keep a data.
You can bet I’d like to better understand how they are using this data and I’m planning to dig into it. If you have thoughts on how they are using it, reply in the comments, ok?
After that, we talked at length about the anatomy of a discovery call with a prospective brand. How to start the call, what to say, questions to ask, etc…
Making sure you are scheduling as many of these calls as you can (from the replies you receive) is absolutely critical to your success. If you are new, doing these calls will give you practice…and then once you have been doing them for a while, you will start winning more accounts.
As proof of that, earlier this week, I was speaking with the sales rep who works for a friend’s Amazon business, and she told me that if she can schedule a call with a brand that says, “we don’t want any more Amazon sellers”, that she can win the account 80-90% of the time. The big lesson here is this: GET ON THE PHONE at every chance you can.
Next, we talked about two new podcast interviews that are going to be published in the next few weeks (http://brightideas.co/273 4 and http://brightideas.co/274 3). In these interviews, I learned a great deal about Google Tag Manager, why it is important, and how to use it, plus something called attributed revenue.
Why should you care about this stuff? Simple. The more you know about digital marketing, the better off you are when it comes to being able to have intelligent conversations with brands…and the inevitable outcome of your making a very positive first impression on brands is that they will want to do business with you, if for no other reason than to get access to your brain.
Be smart. Win accounts.
Have thoughts or comments about this post? Please reply.
Want to get in on the next conference call? Join the EFT 13 today.",0,0,0
917,About the Misc Topics category,Misc Topics,[],Brandon_Bouchereau,Have questions about things that don’t fall under the other categories? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,0,157,1
918,About the Misc Topics category,Misc Topics,[],Brandon_Bouchereau,"Are there any WEBS members that live in S. Louisiana Area (Baton Rouge, NOLA) that may want to link up and share journey/help each other?",0,157,1
919,3rd party fulfillment services,Misc Topics,['Networking & Events'],TSP.Gold,"I am a 3rd party fulfillment center in Montana who primarily preps for Amazon and I am wondering what is the best method for advertising to recruit shipments. We are a tax free state and online arbitrage sellers can ship to us and not pay sales tax which typically covers the cost of fulfillment services. Thank you.



Montana Prep & Ship 1



Prep and ship business | Montana Prep & Ship LLC | United StatesHome 1
Montana's premier prep and ship business





",0,168,1
920,3rd party fulfillment services,Misc Topics,['Networking & Events'],TSP.Gold,"Try this group 
https://www.facebook.com/groups/367064003831390/ 5",0,168,1
921,Any canadian sellers here?,Misc Topics,[],McDavid,"Hello all, I am new to wholesaling and any help is appreciated. I am from Canada and want to know if a resale certificate is needed if I want to sell in Canada and US. I am getting conflicting information on the web, some say yes and some say no. Can any canadian sellers provide guidance?
Also can anyone recommend any sources/referrals on setting up an LLC in Canada (Edmonton)?
thanks",0,0,0
922,The Wholesale Formula Works Training (TWF),Misc Topics,['Education & Training'],Vision,"Hi,
I am brand-new to e-commerce and in some of the videos and podcasts that I’ve listened to, there’s been mention of the wholesale formula training (TWF). I was wondering if anyone here has taken their training course. If so, could you tell me around how much the course cost and whether or not you would recommend others taking the course.
Thank you
Stacey",0,183,5
923,The Wholesale Formula Works Training (TWF),Misc Topics,['Education & Training'],Vision,@Vision Here’s a good review on TWF 8.  Hopefully you’ll also get some good first hand reviews soon as well.,0,183,5
